student_id,name,gender,age,subject,exam_score,exam_date,region,grade_level,school
8576,Grace Parker,Female,23,English,43.26,2025-10-10,Madisonmouth,Year 1,White-Santiago
5928,Jessica Porter,Male,24,Math,96.81,2024-12-26,Shannonshire,Year 3,Lewis and Sons
4677,Mary Landry,Female,22,English,89.14,2025-03-30,Gilberttown,Year 3,Harris-Webb
2719,James Lewis,Male,19,History,40.86,2024-12-31,South Kathrynfort,Year 1,Bird LLC
7993,Daniel Cole,Female,19,English,86.01,2024-10-30,Riddleberg,Year 3,Alvarez-Vasquez
2899,Jim Welch,Male,22,Computer,72.43,2025-02-21,Abigailmouth,Year 1,"Barnett, Petty and Hernandez"
9392,Reginald Diaz,Female,25,Computer,74.99,2025-10-04,Sellersside,Year 1,Lamb-Forbes
7263,Jill Sanders MD,Male,19,History,68.23,2024-11-15,Andreaville,Year 2,"Wilson, Larson and Melendez"
3372,Lucas Myers,Female,24,Computer,92.58,2025-02-09,Brianfort,Year 1,Taylor Group
4591,Teresa Williams,Female,24,Computer,67.03,2025-08-30,Pattersonchester,Year 2,Bowman-Cooper
4191,Luis Case Jr.,Male,22,Science,71.83,2025-07-13,West Brenda,Year 2,"Robbins, Foster and Johns"
7285,Susan Clay,Male,24,Science,90.95,2025-08-13,North Robert,Year 2,"Gilmore, Hinton and Stevens"
8788,Duane Gray,Female,24,History,89.54,2025-05-08,Aliciaside,Year 3,Jones PLC
1771,Barbara Brown,Male,19,History,76.39,2025-04-29,Lake Rachelmouth,Year 4,Ramirez LLC
5494,Adam Glover Jr.,Female,24,Computer,95.96,2025-01-25,West John,Year 4,Jennings Inc
6600,Jason Tate,Female,25,English,67.9,2025-08-24,Davidside,Year 3,Robinson LLC
8840,Laura Salas,Female,22,Science,57.76,2024-11-06,West William,Year 2,"Perez, Crosby and Wallace"
9945,Anthony Olson,Female,22,Computer,44.99,2024-12-10,Angelaland,Year 3,Cantu LLC
4630,Lynn Castro,Male,20,English,53.68,2025-03-26,Ryanmouth,Year 2,"Harvey, Williamson and Medina"
6693,Sue Collins,Male,19,Math,66.89,2024-12-30,Elizabethfort,Year 4,Johnson-Ford
3150,Jill Walker,Male,22,Computer,58.49,2024-12-18,Shellyton,Year 1,Caldwell Ltd
1757,Barry Martin,Male,19,Computer,88.98,2025-06-20,Taylorland,Year 1,"Yang, Nicholson and Craig"
6090,Heather Winters,Female,24,Science,61.61,2024-11-18,Janeton,Year 4,"Baxter, Haney and Sullivan"
5876,Natasha Parks,Male,19,Math,48.67,2024-10-31,North Ashleychester,Year 3,Taylor Group
5492,Richard Fisher,Female,25,Computer,56.01,2024-11-25,South Evan,Year 2,Sanford-Garcia
3978,Donna Smith,Female,22,Science,65.94,2024-11-29,Gallegosshire,Year 4,"Clarke, Robinson and Ray"
9804,Dawn Porter,Male,18,Computer,42.63,2025-05-21,Sanchezhaven,Year 1,Goodman-Nguyen
5422,Carl Warren,Female,19,History,65.75,2025-01-26,Port Sherri,Year 4,Romero PLC
2574,Robert Delgado,Female,22,Computer,79.98,2025-04-17,Richardmouth,Year 1,Webster PLC
5980,Pamela Wagner,Female,20,Computer,89.07,2025-04-03,West Patricia,Year 2,"Saunders, Sullivan and Taylor"
1508,Jessica Barrett,Male,22,English,96.63,2025-04-28,North Richardside,Year 2,"Benson, Young and Fisher"
7865,Carla Tucker,Male,20,English,53.02,2025-04-06,Sarahbury,Year 4,Stanley-Smith
1593,Nichole Wade,Female,20,History,56.34,2024-11-06,East Lee,Year 2,Porter Group
2654,Veronica Stevens,Female,23,History,51.58,2025-07-28,Sharonview,Year 2,"Mcknight, Walsh and Jackson"
1866,Jacob Stewart,Male,20,Math,52.02,2024-11-05,Port Angelamouth,Year 1,Anderson-Yoder
1841,Stacy Jones,Male,20,English,71.79,2025-01-29,Brewerborough,Year 2,"Sellers, Sullivan and Hanson"
5196,Mark Ingram,Male,19,Computer,87.99,2025-01-05,Lauraview,Year 4,Smith-Harvey
9759,Brandy Miller,Male,23,Math,84.61,2025-06-19,Lake Jessica,Year 3,Lopez-Stewart
5949,Zachary Kennedy,Male,18,Science,51.15,2025-06-19,Rodriguezside,Year 1,Scott Group
5042,Kim Bernard,Male,23,History,81.82,2024-12-14,Port Lisa,Year 1,Davis-Torres
3719,James Miles,Female,19,Science,73.34,2024-11-24,Huntview,Year 1,"Butler, Rios and Bailey"
6213,Ruth Johnson,Female,21,Math,98.7,2025-08-23,Martinhaven,Year 1,"Stewart, Long and Johnson"
2143,Keith Collins,Male,25,Science,75.92,2024-10-28,Benjaminshire,Year 2,"Lopez, Conner and Carr"
5179,Matthew Spencer,Male,24,Science,79.11,2025-01-19,Austinbury,Year 1,Jones-Peters
3093,Rebecca Hansen,Male,24,History,95.13,2024-11-27,North Kimberlyborough,Year 3,Jones-Smith
2963,Chris Pineda,Male,25,Math,81.36,2025-05-30,East Catherine,Year 4,Padilla-Day
5242,Sharon Cruz,Male,19,History,98.22,2025-10-16,South Henryhaven,Year 1,Thompson-Fowler
9541,Phyllis Poole,Female,22,History,63.44,2025-10-20,Wrightberg,Year 3,"Rice, Erickson and Stevens"
1279,Monica Schneider,Male,25,English,42.08,2025-09-27,East Briana,Year 2,Diaz LLC
2384,Derek Sanders,Female,23,Science,66.93,2025-04-09,Morenoberg,Year 4,Proctor-Martinez
7928,Rhonda Carter,Male,22,Computer,43.22,2025-03-08,Blakehaven,Year 4,Odom-Wise
1794,Ryan Forbes,Male,19,English,50.76,2025-06-01,Marshbury,Year 1,"Smith, Ho and Luna"
7048,Eric Moore,Female,22,Computer,75.3,2025-03-12,Nelsonstad,Year 3,"Green, Thompson and Lopez"
4392,Paul Wilson,Male,23,English,68.59,2025-01-10,North Michaelshire,Year 1,Nelson-Johnson
6450,Steven Ochoa,Male,21,Math,43.78,2025-01-01,West Karen,Year 2,Thompson Ltd
7097,Christopher Santos,Female,20,Math,97.44,2025-07-25,East Zachary,Year 4,Stevenson-Perry
5189,Donald Christensen,Male,23,History,54.11,2024-12-17,Simpsonton,Year 3,Powell-Aguirre
5563,Corey Li,Female,23,English,56.8,2025-05-18,New Stephenchester,Year 3,"Joseph, Dunn and Palmer"
3146,Ashley Newman,Female,18,Science,70.76,2025-06-21,Johnsonville,Year 4,Harris-Scott
3819,Jennifer Gomez,Female,19,Math,86.56,2025-06-19,New Dennis,Year 4,"Foster, Smith and Conrad"
7528,Ashley Holden DDS,Male,24,History,48.22,2025-06-19,Port Danielfurt,Year 1,Cherry-Jackson
3832,Jimmy Calderon,Male,25,History,61.04,2025-05-17,West Peggy,Year 3,Ramsey Inc
5749,Jonathan Alvarez,Male,18,English,45.63,2025-02-12,East Rebeccaland,Year 2,Smith-Simpson
6593,Tammy Morgan,Female,22,Math,58.94,2025-01-26,South Frank,Year 4,"Long, Guerrero and Mcdonald"
1700,Ricky Marshall,Female,19,Science,91.3,2025-08-22,Jacquelinetown,Year 3,Underwood-Collins
6699,Michael Perry,Male,18,History,72.13,2025-05-13,Port Jessicashire,Year 1,"Owens, Turner and Small"
7604,Candice Clark,Male,25,Science,83.26,2025-05-20,North Eddiestad,Year 1,Reed-Murray
5165,Gregg Schwartz,Female,20,History,79.27,2025-05-23,Cassieland,Year 3,"Richardson, Jenkins and Rivera"
6229,Alexander Cuevas,Male,23,English,73.74,2025-04-18,Shortstad,Year 1,"Wells, Chung and Wilkins"
6706,Leslie Hansen,Male,18,Computer,97.38,2025-09-02,New Pamela,Year 4,Walker-Taylor
8924,Adam Taylor,Female,19,English,84.12,2025-08-26,New Nathanielborough,Year 1,Harding-Maddox
2775,Scott Golden,Male,19,Computer,42.05,2025-09-29,Brooksview,Year 1,Taylor-Green
4508,Justin Williams,Male,21,Computer,93.48,2025-04-13,North Caitlinburgh,Year 4,Jarvis-Powell
7879,Emily Phillips,Female,19,Computer,79.75,2025-04-23,South Justin,Year 2,Curtis-Newton
9072,Dominique Robertson,Male,23,English,77.24,2024-10-24,North Stefanie,Year 4,Hardin Inc
8953,David Sharp,Male,22,Computer,83.34,2024-11-22,Reyesside,Year 3,"Johnson, Mcgrath and Martin"
1753,Gina Stark,Male,25,Science,66.11,2024-12-06,Rosechester,Year 1,"Adkins, Lee and Lewis"
9554,Keith Garza,Male,22,Math,45.46,2024-11-27,North Jessica,Year 3,"Bailey, Johnston and Brown"
2048,Susan Yates,Male,20,Science,70.89,2025-02-09,Jonestown,Year 4,Wallace-Gross
9339,Melissa Campbell,Male,23,Science,81.22,2025-07-18,Rebeccamouth,Year 3,"Johnson, Martin and Brown"
4786,Nancy Joseph,Female,23,History,95.61,2025-02-28,Bradleyport,Year 3,"Bryant, Williamson and Parks"
6945,Katherine Hall,Female,18,Computer,48.14,2025-09-25,New Josephtown,Year 4,Collins PLC
4387,Manuel Barnes,Female,22,Science,53.28,2025-02-18,South Ashley,Year 1,"Richard, Burch and Cowan"
1461,Angela Powell,Male,21,English,65.93,2025-01-20,Rogerston,Year 4,Esparza Ltd
8701,Joan Robinson,Female,22,History,42.44,2024-10-29,Ashleymouth,Year 1,Williams Ltd
5308,Michele Decker,Female,25,Computer,54.9,2025-09-08,Heatherstad,Year 4,Stone Inc
9255,John Hoover,Male,18,Science,91.61,2025-05-11,North Kristopherbury,Year 2,"Moon, Duncan and Lynch"
7428,Julia Murphy,Female,20,English,91.38,2025-09-28,Brownfurt,Year 1,Nelson PLC
5207,Thomas Buchanan,Female,21,English,44.72,2025-10-16,Conleymouth,Year 3,Scott-Castillo
8156,Ian Gomez,Female,25,Computer,44.88,2025-07-06,South Troyville,Year 1,Perry Ltd
9656,Michael Brooks,Female,22,Computer,44.51,2025-06-12,Annfort,Year 1,"Knight, Gallegos and Duncan"
8932,Lauren Gutierrez,Female,22,Computer,72.43,2024-12-09,Wolfeburgh,Year 1,Knight Group
1662,Barbara Hill,Female,24,History,69.56,2025-03-08,South Lindabury,Year 3,Jones-Miller
4370,Judy Christensen,Male,22,History,89.77,2025-02-22,West Michaelbury,Year 4,"Le, Greer and Atkins"
5059,Aaron Aguilar,Female,18,History,54.78,2025-03-24,Port Kennethton,Year 3,"Ellis, Mills and Jones"
6459,Jesse Shields,Female,20,Science,73.91,2025-04-19,West Zachary,Year 4,"Hughes, Mueller and Huffman"
2164,Brandon Cruz,Female,22,Math,54.62,2025-05-02,Robertmouth,Year 3,"Roy, Gibson and Wolf"
5047,Jacob Hayes,Female,23,History,51.53,2025-09-25,Andrewfurt,Year 2,"Wright, Young and Shaw"
9359,Patrick Hernandez,Female,23,Science,83.55,2025-01-01,Beltranbury,Year 1,"Dalton, Phillips and Knight"
8745,Zachary Johnson,Male,22,Science,81.52,2024-10-24,Laurenburgh,Year 3,Rubio PLC
2327,Charles Martinez,Female,20,English,40.88,2025-06-18,North Angel,Year 3,Shaw-White
8555,Barbara Henderson,Male,18,Computer,68.2,2025-09-02,New Ashley,Year 1,Wood and Sons
5128,Tracy Alvarez,Female,20,English,82.59,2024-11-17,Cunninghamchester,Year 4,Avila-Nelson
5032,Sandra Curry,Male,22,Math,51.72,2025-08-23,West Tammyburgh,Year 3,Brown-Barton
6247,Robert Martinez,Male,19,Computer,89.67,2025-04-14,North Kayla,Year 1,"Howard, Campos and Myers"
4760,Alexander Hart,Male,25,History,87.2,2024-11-03,Erinland,Year 2,Murphy and Sons
4049,Alejandra Williams,Male,25,English,60.03,2025-01-18,Port Peter,Year 2,"Wells, James and Schmidt"
4704,William Reynolds,Male,18,English,62.49,2025-08-14,Holmesview,Year 3,"Wu, Delgado and Marsh"
1749,Timothy King,Male,22,Math,99.64,2025-04-08,Rogerston,Year 2,Martin-Parker
4101,John Morgan,Male,19,Math,70.56,2025-05-20,East Tiffany,Year 4,"Curtis, Williams and Mcintyre"
3281,Autumn Baird,Female,23,Computer,97.34,2025-10-20,Jesseton,Year 2,"Cruz, Buchanan and Keller"
1202,Jessica Gonzalez,Male,20,History,74.73,2025-03-06,North Debra,Year 2,Collier-Johnson
6280,Stephen Thompson,Female,22,Computer,41.63,2025-09-28,Myersview,Year 1,"Werner, Reynolds and Baker"
6061,Jason Thomas,Male,25,Computer,85.33,2024-12-05,South Lukemouth,Year 3,"Vega, Mills and Guzman"
7310,Kristina Gonzalez,Female,22,Computer,86.06,2025-04-11,Jessicamouth,Year 3,"Owens, Miller and Roberts"
4347,Sandra Huber,Female,24,History,80.56,2025-05-11,Santiagotown,Year 4,Collier Inc
9922,David Wall,Male,24,Science,54.92,2025-07-06,Sallyland,Year 3,Soto and Sons
3394,Rachel Riley,Female,20,History,81.66,2025-07-11,Boylefort,Year 2,Mcclain PLC
7819,Penny Barrett,Male,25,English,42.31,2025-04-07,South Michael,Year 2,Weiss-Thompson
1064,Calvin Andrade,Male,25,English,46.24,2024-12-18,South Derrickburgh,Year 4,King-Mills
9310,Lori Lee,Female,20,Computer,97.03,2025-01-26,Brianberg,Year 4,Mcdonald-Winters
4782,Jerry Peters,Female,23,English,93.79,2025-10-05,Kennedyshire,Year 2,Maddox LLC
2694,Kerry Warren,Female,20,Computer,40.97,2025-06-23,Lake Adam,Year 2,Foster Inc
4170,William Brady,Male,23,History,66.89,2025-05-24,Phamburgh,Year 4,"Stevens, Guerrero and Hutchinson"
2262,Brian Hancock,Male,23,History,98.68,2025-07-13,Harrisfort,Year 4,Roberts PLC
7530,Ashley Garrett,Male,24,Computer,78.14,2024-11-13,New Michael,Year 4,Myers and Sons
1813,Shaun Ellis,Male,18,Computer,70.86,2025-02-28,Smithburgh,Year 1,"Henderson, Black and Moore"
7605,Randy Graham,Female,19,Math,43.72,2025-06-27,North Kimberlymouth,Year 1,Chavez and Sons
2481,Kathryn Martinez,Male,24,Computer,90.86,2024-11-12,Jessicastad,Year 3,"Vaughn, Thompson and Ortega"
4908,Sheila Massey,Female,19,English,43.73,2024-11-09,Duncanport,Year 1,"Morris, Soto and Foster"
5071,Amanda Robinson,Female,21,Math,97.06,2025-08-08,East Rachelberg,Year 2,"Curtis, Everett and Moody"
2153,Krystal Thomas,Female,21,English,63.09,2025-04-04,Downsfurt,Year 1,"Collins, Swanson and Bullock"
7338,Kristin Montgomery,Female,24,Math,79.45,2025-03-07,Port Madisonbury,Year 4,"Jones, Atkins and Matthews"
6199,Christine Olson,Male,23,History,98.93,2025-04-29,East Vincent,Year 3,Wallace LLC
2059,Mr. Jose Lewis,Male,18,Math,47.69,2025-04-27,Port Genebury,Year 2,Lewis-Miller
8344,Shannon Simon,Male,18,Science,56.01,2024-11-28,Gavinton,Year 2,Cooley-Edwards
3686,Jacob Mcclain,Female,18,Computer,72.65,2025-07-01,Jonesville,Year 3,"Russell, Elliott and Mathis"
5973,Sonia Williams,Male,25,History,89.33,2024-11-12,Port Andreaberg,Year 2,"Schaefer, Sanchez and Horne"
9178,Mr. Jeremy Moses,Male,20,Science,57.65,2024-11-12,Jasonfort,Year 2,Sellers Ltd
1016,Michael Martin,Male,21,Math,47.3,2024-10-20,Jeremyfort,Year 2,Rivera-Jones
4234,Scott Baldwin,Male,20,Math,67.07,2025-03-19,Larryview,Year 2,"Hayes, Graham and Ford"
3744,Rebecca Bowen,Female,22,Science,97.83,2024-12-15,South David,Year 2,Little LLC
2956,David Padilla,Female,25,History,46.36,2025-06-03,Melissaside,Year 4,"Rios, Green and Hoffman"
3471,Robert Ward,Female,19,English,90.15,2025-06-21,Lake Johnville,Year 4,Garcia-Walsh
5200,Patricia Roberts,Male,19,Math,82.28,2025-02-10,South Heather,Year 2,Contreras-Stuart
1139,Wyatt Baldwin,Female,19,History,53.97,2025-08-26,Anthonyhaven,Year 3,Brewer Group
7160,Natalie Wilson,Male,21,Science,73.66,2024-11-15,Velazquezberg,Year 1,"Miller, Carroll and Potter"
2735,Jacqueline Cummings,Female,20,History,74.57,2025-08-15,Reillybury,Year 2,"Carey, Meyers and Perry"
8647,Kerry Hernandez,Male,23,English,79.37,2025-09-20,Guerreroton,Year 1,White-Nielsen
7560,Jason Chen,Male,22,Science,85.9,2025-07-19,Westton,Year 4,"Esparza, Cook and White"
3793,Sara Green,Male,24,English,52.01,2025-03-03,East Amyhaven,Year 2,Wise PLC
9318,Andrea White,Male,23,Math,75.31,2025-01-08,East Rebekahport,Year 1,Kline-Allen
4378,Jose Yu,Female,23,Computer,47.64,2025-09-01,Daniellefurt,Year 4,Shaw and Sons
5168,Matthew Clarke,Male,18,Math,43.86,2025-07-23,Lake Cassandra,Year 1,Baker PLC
5864,Michael Taylor,Male,25,Math,65.63,2025-06-05,East Wendychester,Year 1,Wagner-Reid
2529,Hannah Jimenez,Male,18,Science,53.22,2025-08-14,Durantown,Year 3,"Little, Russell and Mcguire"
6708,Jessica Morris,Male,22,English,94.99,2025-06-18,New Stevenstad,Year 2,Hernandez Inc
4291,William Mitchell,Female,18,History,59.18,2025-07-06,Karenfurt,Year 3,Soto-Martinez
8377,Norma Hodge,Female,22,English,90.38,2024-11-29,Peterton,Year 1,Miller LLC
2431,Stacey Winters,Male,25,Science,85.7,2025-06-13,West Douglas,Year 4,Leach and Sons
5874,Michael Armstrong,Male,22,Science,80.31,2025-02-07,Melendezfurt,Year 3,Hernandez Group
5033,Dr. Lori Casey,Male,22,History,60.58,2025-07-29,Millerborough,Year 2,"Pittman, Brown and Hernandez"
7332,Mrs. Amber Grant,Male,25,Science,49.61,2025-10-05,Port Amy,Year 2,Lester-King
2786,Donald Carter,Male,18,Computer,56.27,2024-11-01,South Xavier,Year 1,Doyle Group
4418,David Lawson,Male,22,Math,81.82,2024-11-21,North Christy,Year 3,"Powell, Bean and Reyes"
1846,Tony Gray,Female,18,Science,83.73,2025-10-19,New Debra,Year 3,"Cruz, Harrington and Rose"
2476,Deanna Mcbride,Male,25,English,98.87,2025-06-28,South John,Year 1,"Mahoney, Moyer and French"
7651,Antonio Harrison,Male,19,Math,67.26,2025-02-07,Cookstad,Year 2,Mullins-Kelly
6103,Mary Johnson,Female,19,History,77.42,2025-01-02,East Crystalchester,Year 4,Johnson Ltd
3232,Gregory Rangel,Male,22,Math,97.29,2025-06-25,Lake William,Year 4,"Peters, Gonzalez and Matthews"
1557,Diane Medina,Female,19,Math,44.15,2025-01-26,New Jeremybury,Year 2,"Burns, Wilson and Ryan"
6293,David Wood,Female,25,Math,42.6,2024-12-21,Arroyobury,Year 2,Price Group
9836,Jennifer Martin,Male,21,Science,63.97,2025-09-20,Langton,Year 1,Knapp-Rollins
8886,Kelli Richards,Female,25,English,45.99,2025-08-24,South Amy,Year 3,Rodriguez Inc
7480,John Meyer,Male,22,Science,50.65,2025-08-11,Allenburgh,Year 4,"Cameron, Lewis and Nichols"
6002,Kellie Wilson,Female,20,History,85.8,2025-08-08,Maldonadostad,Year 1,Thompson-Butler
8060,David Harvey,Male,21,History,58.49,2025-05-07,South Erika,Year 3,"Adams, Zamora and Johnson"
2184,Angela Smith,Female,21,Computer,80.27,2024-12-06,East Christinafort,Year 1,"Torres, Williams and Chang"
5213,David Anderson,Male,22,Math,82.43,2025-06-04,East Courtney,Year 4,"Cortez, Roy and White"
8470,Kelsey Roberts,Male,19,Computer,41.53,2025-03-25,Garciastad,Year 1,"Hurley, Cannon and Nelson"
1603,Shane Knight,Female,19,English,83.43,2025-07-25,East Ericmouth,Year 1,Thompson Ltd
6154,Eric Garrett,Female,20,History,44.79,2025-08-24,Jaredville,Year 1,Turner-Anderson
9990,Hunter Tran,Female,22,Math,81.34,2024-11-29,Port Susan,Year 1,Graves-Rollins
4666,Rebecca Wilson,Male,18,Math,80.25,2025-05-10,Ashleyland,Year 1,"Wilson, Barker and Harvey"
2383,Ian Hurst,Female,21,History,48.16,2025-08-07,West Jaime,Year 1,Schroeder LLC
8575,Jody Moore,Male,18,Science,99.21,2025-01-16,Adkinsland,Year 4,Jones PLC
4527,Mary Rodriguez,Male,23,English,46.45,2025-07-11,Bradleyborough,Year 1,Copeland-Mosley
3628,Jeremy King DDS,Female,22,Math,94.46,2025-01-25,Thomasfurt,Year 1,Macias-Humphrey
8301,David Perez,Female,20,Computer,97.86,2025-06-15,West Richard,Year 3,Kim PLC
4023,Jeffrey Rice,Male,25,Math,42.16,2025-06-17,Amberstad,Year 4,Hale and Sons
9998,Victoria White,Female,21,Computer,52.35,2024-12-26,Joelfurt,Year 1,Lynch-Abbott
9905,Katie Morgan,Female,24,Science,60.78,2025-09-16,Katieshire,Year 2,Singleton-Calhoun
1842,Christopher Miller,Male,24,Science,89.77,2024-12-30,South Cristian,Year 1,Bradley-Jackson
4710,Jennifer Vargas,Male,21,English,78.39,2025-04-04,Blanchardmouth,Year 4,Kim-Herrera
6223,Stephanie Roberson,Female,21,Computer,49.43,2025-08-12,New Michael,Year 3,Peters-Gonzalez
5405,Jeff Hanson,Male,24,Computer,40.63,2025-09-14,Lake Jenniferberg,Year 1,Santiago LLC
3352,Cody Guerra,Female,21,Science,95.94,2025-08-06,Frazierburgh,Year 2,"Carr, Jones and Johnson"
8791,Jose Levine,Female,19,Math,41.89,2024-10-21,Brentside,Year 1,Grant LLC
2659,Deanna James,Male,21,Computer,41.8,2025-06-29,Port Kathleenborough,Year 2,"Perkins, Combs and Schneider"
7382,Deborah Wheeler,Female,25,History,51.16,2025-03-02,Markhaven,Year 2,"Johnson, Carter and Johnson"
1882,Jillian Clark,Male,25,Math,54.02,2024-11-17,Christinaborough,Year 2,"Edwards, Baker and Salas"
1114,Nicole Richards,Male,23,History,80.3,2025-09-27,North Jonathanborough,Year 2,Howard PLC
3401,Steven Greene,Male,19,Computer,99.32,2025-07-30,North Joshua,Year 4,Palmer and Sons
8818,Dorothy Ferguson,Male,18,Math,72.06,2025-07-17,Westland,Year 4,Jones LLC
4325,William Sandoval,Male,18,History,62.59,2025-02-25,Ruizberg,Year 1,Thomas Ltd
1205,Rita Burns,Female,18,History,64.52,2025-07-30,Lake Aaronfurt,Year 3,"Munoz, Morris and Bradley"
4923,Lori Ryan,Female,21,History,63.68,2024-11-07,Tamimouth,Year 4,"Curry, Martin and Rodriguez"
2214,Brian Powers,Female,21,Science,53.63,2025-03-30,North Whitney,Year 4,"Taylor, Watts and Walker"
3165,Russell Mckinney,Male,24,History,84.0,2025-06-02,East Jocelynville,Year 1,Collins-Jones
2751,Destiny Bates,Male,22,Science,76.81,2025-09-27,Parkerport,Year 4,Mcdonald-Anderson
3547,Robert Delacruz,Male,24,Computer,86.15,2025-03-30,Lake Ronaldchester,Year 2,Newton Inc
5736,Christopher Williams,Female,21,Science,70.66,2025-10-05,Brownshire,Year 1,Grant-Williams
1335,Kyle Chavez,Female,23,Computer,61.39,2025-08-01,New Tinaton,Year 3,Adams-Munoz
7188,Alexander Raymond,Female,25,History,42.5,2025-05-24,Markview,Year 2,Mclaughlin Inc
7158,Charles Williams,Male,25,Science,70.38,2025-07-11,Lake Jessica,Year 4,Jackson-Snyder
3074,Patricia Larsen,Female,23,Math,71.44,2025-10-14,Thomasbury,Year 4,"Norman, Davis and Shaffer"
6896,Jean Brown,Female,24,Science,78.37,2024-12-23,Port Garrett,Year 2,Livingston-Garcia
2577,Robert Baxter,Male,19,History,88.76,2025-09-13,West Jason,Year 3,Fisher-Gomez
6575,Angelica Mclean,Male,20,Science,54.19,2025-07-26,New Kellystad,Year 1,"Williams, Palmer and Wells"
6476,Christopher Duncan,Female,20,Science,51.18,2025-03-11,East Lisa,Year 4,Brown-Berger
5146,Geoffrey Burns,Female,23,Computer,97.25,2025-02-25,Greenland,Year 4,"Hancock, Reed and Tucker"
7279,Sara Stewart,Female,23,English,41.28,2024-11-29,West Michael,Year 3,"Daniels, Clark and Martinez"
6608,Dennis Salas,Male,21,English,74.53,2024-11-16,South John,Year 2,"Rivas, Andrews and Choi"
